Identifier	Character	Dialogue	Filename	Line Number
tutorial_images_9defda43	e	We also specify that it should be shown behind another image, in this case eileen. That's me.	../tutorial_quickstart.rpyc	225
tutorial_images_73d331f7	e	Finally, there's the hide statement, which hides the image with the given tag.	../tutorial_quickstart.rpyc	233
tutorial_images_f34f62d5	e	Since the show statement replaces an image, and the scene statement clears the scene, it's pretty rare to hide an image.	../tutorial_quickstart.rpyc	235
tutorial_images_e06fa53a	e	The main use is for when a character or prop leaves before the scene is over.	../tutorial_quickstart.rpyc	237
tutorial_transitions_9b8c714c	e	It can be somewhat jarring for the game to jump from place to place.	../tutorial_quickstart.rpyc	246
tutorial_transitions_3e290ea8	e	To help take some of edge off a change in scene, Ren'Py supports the use of transitions. Let's try that scene change again, but this time we'll use transitions.	../tutorial_quickstart.rpyc	253
tutorial_transitions_9c0a86c4	e	That's much smoother. Here's some example code showing how we include transitions in our game.	../tutorial_quickstart.rpyc	268
tutorial_transitions_3e490d40	e	It uses the with statement. The with statement causes the scene to transition from the last things shown to the things currently being shown.	../tutorial_quickstart.rpyc	270
tutorial_transitions_a43847df	e	It takes a transition as an argument. In this case, we're using the Dissolve transition. This transition takes as an argument the amount of time the dissolve should take.	../tutorial_quickstart.rpyc	272
tutorial_transitions_6fcee414	e	In this case, each transition takes half a second.	../tutorial_quickstart.rpyc	274
tutorial_transitions_033042cc	e	We can define a short name for a transition, using the define statement. Here, we're defining slowdissolve to be a dissolve that takes a whole second.	../tutorial_quickstart.rpyc	278
tutorial_transitions_0ba82f00	e	Once a transition has been given a short name, we can use it in our game.	../tutorial_quickstart.rpyc	292
tutorial_transitions_51ff9600	e	Ren'Py defines some transitions for you, like dissolve, fade, and move. For more complex or customized transitions, you'll have to define your own.	../tutorial_quickstart.rpyc	296
tutorial_transitions_a7905e16	e	If you're interested, check out the Transitions Gallery section of the tutorial.	../tutorial_quickstart.rpyc	298
tutorial_music_8b92efb7	e	Another important part of a visual novel or simulation game is the soundtrack.	../tutorial_quickstart.rpyc	304
tutorial_music_53910317	e	Ren'Py breaks sound up into channels. The channel a sound is played on determines if the sound loops, and if it is saved and restored with the game.	../tutorial_quickstart.rpyc	306
tutorial_music_a1e37712	e	When a sound is played on the music channel, it is looped, and it is saved when the game is saved.	../tutorial_quickstart.rpyc	308
tutorial_music_d9086d22	e	When the channel named sound is used, the sound is played once and then stopped. It isn't saved.	../tutorial_quickstart.rpyc	310
tutorial_music_45cd30df	e	The sounds themselves are stored in audio files. Ren'Py supports the Ogg Vorbis, mp3, mp2, and wav file formats.	../tutorial_quickstart.rpyc	312
tutorial_music_a776b6ad	e	Let's check out some of the commands that can effect the music channel.	../tutorial_quickstart.rpyc	314
tutorial_music_8b606a55	e	The play music command replaces the currently playing music, and replaces it with the named filename.	../tutorial_quickstart.rpyc	324
tutorial_music_18650fe7	e	If you specify the currently-playing song, it will restart it.	../tutorial_quickstart.rpyc	326
tutorial_music_413d91fc	e	If the optional fadeout clause is given, it will fade out the currently playing music before starting the new music.	../tutorial_quickstart.rpyc	328
tutorial_music_a282a0e3	e	The queue statement also adds music to the named channel, but it waits until the currently-playing song is finished before playing the new music.	../tutorial_quickstart.rpyc	330
tutorial_music_01ca6bad	e	The third statement is the stop statement. It stops the music playing on a channel. It too takes the fadeout clause.	../tutorial_quickstart.rpyc	339
tutorial_music_384937da	e	Unlike the music channel, playing a sound on the sound channel causes it to play only once.	../tutorial_quickstart.rpyc	348
tutorial_music_dc707e58	e	You can queue up multiple sounds on the sound channel, but they will only play one at a time.	../tutorial_quickstart.rpyc	359
tutorial_music_abcc2214	e	Ren'Py has separate mixers for sound, music, and voices, so the player can adjust them as he likes.	../tutorial_quickstart.rpyc	366
tutorial_menus_0426904b	e	Many visual novels require the player to make choices from in-game menus. These choices can add some challenge to the game, or adjust it to the player's preferences.	../tutorial_quickstart.rpyc	372
tutorial_menus_9c3b9154	e	Do you think your game will use menus?	../tutorial_quickstart.rpyc	374
		Yes, I do.	game/tutorial_quickstart.rpy	377
		No, I don't.	game/tutorial_quickstart.rpy	377
choice1_yes_f6d95df8	e	While creating a multi-path visual novel can be a bit more work, it can yield a unique experience.	../tutorial_quickstart.rpyc	388
choice1_no_72958b50	e	Games without menus are called kinetic novels, and there are dozens of them available to play.	../tutorial_quickstart.rpyc	396
choice1_done_acba9504	e	Here, you can see the code for that menu. If you scroll down, you can see the code we run after the menu.	../tutorial_quickstart.rpyc	408
choice1_done_d18afbdf	e	Menus are introduced by the menu statement. The menu statement takes an indented block, in which each line must contain a choice in quotes.	../tutorial_quickstart.rpyc	410
choice1_done_2865a192	e	The choices must end with a colon, as each choice has its own block of Ren'Py code, that is run when that choice is selected.	../tutorial_quickstart.rpyc	412
choice1_done_59cac95d	e	Here, each block jumps to a label. While you could put small amounts of Ren'Py code inside a menu label, it's probably good practice to usually jump to a bigger block of code.	../tutorial_quickstart.rpyc	414
choice1_done_2851a313	e	Scrolling down past the menu, you can see the labels that the menu jumps to. There are three labels here, named choice1_yes, choice1_no, and choice1_done.	../tutorial_quickstart.rpyc	416
choice1_done_ff761b03	e	When the first menu choice is picked, we jump to the choice1_yes, which runs two lines of script before jumping to choice1_done.	../tutorial_quickstart.rpyc	418
choice1_done_664fe702	e	Similarly, picking the second choice jumps us to choice1_no, which also runs two lines of script.	../tutorial_quickstart.rpyc	420
choice1_done_31d12b1e	e	The lines beginning with the dollar sign are lines of python code, which are used to set a flag based on the user's choice.	../tutorial_quickstart.rpyc	422
choice1_done_88398d3e	e	The flag is named menu_flag, and it's set to True or False based on the user's choice. The if statement can be used to test a flag, so the game can remember the user's choices.	../tutorial_quickstart.rpyc	424
choice1_done_2828dbfc	e	For example, I remember that you plan to use menus in your game.	../tutorial_quickstart.rpyc	432
choice1_done_503786e4	e	For example, I remember that you're planning to make a kinetic novel, without menus.	../tutorial_quickstart.rpyc	436
choice1_done_819e234a	e	Here's an example that shows how we can test a flag, and do different things if it is true or not.	../tutorial_quickstart.rpyc	441
choice1_done_47fa2268	e	Although we won't demonstrate it here, Ren'Py supports making decisions based on a combinations of points, flags, and other factors.	../tutorial_quickstart.rpyc	445
choice1_done_826a600b	e	One of Ren'Py's big advantages is the flexibility using a scripting language like Python provides us. It lets us easily scale from kinetic novels to complex simulation games.	../tutorial_quickstart.rpyc	447
choice1_done_c2efd260	e	We look forward to seeing what you make with it.	../tutorial_quickstart.rpyc	449
		User Experience	game/script.rpy	9
		Writing Dialogue	game/script.rpy	9
		Adding Images	game/script.rpy	9
		Music and Sound Effects	game/script.rpy	9
		In-Game Menus and Python	game/script.rpy	9
		Screen Positions	game/script.rpy	9
		Animation and Transformation	game/script.rpy	9
		Video Playback	game/script.rpy	9
		Transition Gallery	game/script.rpy	9
		Image Operations	game/script.rpy	9
		User Interaction	game/script.rpy	9
		Fonts and Text Tags	game/script.rpy	9
		Character Objects	game/script.rpy	9
		Layers & Advanced Show	game/script.rpy	9
		NVL Mode	game/script.rpy	9
		Dynamic Displayables	game/script.rpy	9
		Minigames	game/script.rpy	9
		Persistent Data	game/script.rpy	9
		Transform	game/script.rpy	9
		Sprites	game/script.rpy	9
		That's enough for now.	game/script.rpy	55
start_0e6a5bb4	e	Hi! My name is Eileen, and I'd like to welcome you to the Ren'Py tutorial.	game/script.rpy	76
start_d3abb53c	e	In this tutorial, we'll teach you the basics of Ren'Py, so you can make games of your own. We'll also demonstrate many features, so you can see what Ren'Py is capable of.	game/script.rpy	80
		What would you like to see?	game/script.rpy	91
		Is there anything else you'd like to see?	game/script.rpy	93
end_b2482727	e	Thank you for viewing this tutorial.	game/script.rpy	111
end_38362e36	e	If you'd like to see a full Ren'Py game, select \"The Question\" in the launcher.	game/script.rpy	113
end_894a9e66	e	You can download new versions of Ren'Py from http://www.renpy.org/. For help and discussion, check out the Lemma Soft Forums.	game/script.rpy	115
end_a898b369	e	We'd like to thank Piroshki for contributing my sprites, Mugenjohncel for Lucy and the band, and Jake for the magic circle.	game/script.rpy	117
end_762dc07a	e	The background music is \"Sunflower Slow Drag\", by Scott Joplin and Scott Hayden, performed by the United States Marine Band. The concert music is by Alessio.	game/script.rpy	119
end_57c21073	e	We look forward to seeing what you can make with Ren'Py. Have fun!	game/script.rpy	123
demo_transform_f10e08f5	e	The Transform function allows you to rotate, zoom, move, and adjust the alpha of a displayable.	game/demo_transform.rpy	156
demo_transform_295804e0	e	It does this under the control of a Python function, making it incredibly flexible at the cost of some complexity.	game/demo_transform.rpy	158
demo_transform_1afd3e7b	e	Here's a simple example, showing how we can change an image as it moves around the screen.	game/demo_transform.rpy	165
demo_transform_a5427276	e	A nice thing about Transform is that it's \"one price\".	game/demo_transform.rpy	167
demo_transform_108aec8f	e	If you use it to do a rotation, you can zoom or adjust alpha at no additional cost.	game/demo_transform.rpy	169
demo_transform_55f784e4	e	As the python functions get more complicated, more advanced behavior is possible.	game/demo_transform.rpy	198
demo_transform_43798bbe	e	This can include coordinating more than one Transform.	game/demo_transform.rpy	200
		A Working Button	game/demo_transform.rpy	211
demo_transform_3f4f14bb	e	Finally, transforms can be applied to buttons, and work even while the button is zoomed.	game/demo_transform.rpy	213
demo_transform_a439ffaa	e	With a little Python code, transforms let you do a lot of things.	game/demo_transform.rpy	218
demo_persistent_abef5d83		Ren'Py supports per-game and multi-game persistent data.	game/demo_persistent.rpy	6
demo_persistent_539955e4		Persistent data can store flags and other per-game information that should be shared between plays of a single game.	game/demo_persistent.rpy	8
demo_persistent_c8164f03		For example, I can tell you that you've see this line [plays] time(s) since you cleared the per-game persistent data.	game/demo_persistent.rpy	19
demo_persistent_54bc6648		Multipersistent data is shared between games, which lets one game unlock features in a second.	game/demo_persistent.rpy	21
demo_persistent_4ff5d824		A sequel might play differently if the player has beaten the first game.	game/demo_persistent.rpy	23
demo_persistent_634f6d6d		According to the multipersistent data, you've seen this line [plays] times total.	game/demo_persistent.rpy	35
